,Motion_Sensor1,Motion_Sensor2,Motion_Sensor3,Motion_Sensor4,Motion_Sensor5,Motion_Sensor6,Motion_Sensor7,Motion_Sensor8,Motion_Sensor9,Motion_Sensor10,Camera1,Camera2,Camera3,Camera4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,door_sensor5,door_sensor6,door_sensor7,door_sensor8,door_sensor9,door_sensor10,door_sensor11,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,outside
296,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,2.0,"('r4', 0)","('c2', 2)",1,0,0,0,1,0,1,1,2,0,0,09:14:15,1,3,0,0,0,3,2,1,4,3,0,2,2,1
297,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r4', 0)","('c1', 1)",0,0,0,0,0,0,1,3,0,0,0,09:14:30,1,3,0,0,0,3,3,0,5,1,1,1,3,1
298,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r5', 0)","('c1', 0)",0,1,0,0,0,1,0,0,2,0,2,09:14:45,1,3,1,0,0,3,2,1,4,3,0,2,1,1
299,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('r4', 0)","('r4', 0)",0,1,0,0,0,2,0,0,1,2,0,09:15:00,1,1,0,0,0,3,2,1,4,3,1,2,3,1
300,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,4.0,"('r4', 0)","('c1', 0)",0,0,0,0,1,1,1,1,2,0,0,09:15:15,1,1,0,0,1,2,1,0,3,1,0,5,6,1
301,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,1.0,"('r4', 1)","('c2', 4)",2,0,0,0,0,1,2,0,1,0,2,09:15:30,1,2,0,1,0,2,3,0,2,4,0,4,2,1
302,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,4.0,"('r4', 0)","('r10', 2)",1,0,0,0,0,1,2,0,2,1,0,09:15:45,0,2,0,0,0,2,2,1,3,2,0,5,4,1
303,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,3.0,"('c1', 0)","('c3', 4)",0,0,0,0,0,1,2,1,3,0,1,09:16:00,0,2,0,0,0,2,3,0,6,3,0,1,4,1
304,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('c2', 3)","('r2', 2)",0,0,0,0,0,1,0,0,2,0,1,09:16:15,0,2,0,0,0,2,2,1,5,5,0,3,1,1
305,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('c1', 0)","('c3', 3)",0,0,0,0,1,2,1,0,2,0,2,09:16:30,0,2,0,0,1,1,3,1,5,3,0,2,3,1
306,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,2.0,2.0,"('c2', 3)","('c2', 3)",1,0,0,1,0,0,1,2,1,1,1,09:16:45,1,2,0,1,0,1,2,1,5,3,0,3,2,1
307,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,2.0,2.0,"('c1', 1)","('c2', 2)",0,0,0,0,0,1,1,1,2,0,1,09:17:00,1,2,0,0,0,1,3,2,5,2,1,2,2,1
308,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,1.0,2.0,1.0,"('c2', 0)","('c1', 1)",1,1,0,0,0,0,0,1,0,0,1,09:17:15,0,4,1,0,0,1,4,1,5,3,1,0,1,1
309,no motion,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,2.0,3.0,"('c1', 0)","('r3', 0)",1,0,0,0,0,0,0,0,2,1,1,09:17:30,1,2,0,0,0,1,2,1,5,3,0,1,4,2
310,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('c1', 0)","('outside', 2)",0,0,0,0,0,0,1,1,0,1,2,09:17:45,1,2,0,0,0,1,4,0,5,4,0,2,1,2
311,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,2.0,3.0,2.0,"('r4', 0)","('outside', 1)",1,0,0,0,0,1,2,1,0,0,0,09:18:00,0,3,1,0,0,1,3,2,6,3,0,1,1,1
312,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,4.0,"('c1', 0)","('r3', 0)",0,0,0,0,0,0,0,2,2,2,0,09:18:15,0,2,0,0,0,1,3,0,6,2,0,0,6,2
313,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('r3', 0)","('outside', 2)",0,0,0,0,0,0,1,1,2,2,1,09:18:30,0,4,0,0,0,1,2,1,6,2,0,1,3,2
314,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('c1', 0)","('r3', 1)",1,0,0,0,0,0,1,0,0,1,0,09:18:45,1,3,1,0,0,1,2,1,6,1,0,1,4,1
315,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,1.0,2.0,1.0,"('c1', 0)","('r3', 1)",1,0,0,0,0,0,1,2,1,3,1,09:19:00,0,4,1,0,0,1,4,1,6,3,0,0,1,1
316,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,0.0,1.0,4.0,"('c1', 0)","('c1', 0)",0,0,0,0,0,1,0,1,2,3,2,09:19:15,0,3,0,0,0,1,3,0,5,1,0,1,6,2
317,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r4', 0)","('c2', 1)",1,0,0,0,0,1,1,0,0,1,1,09:19:30,1,4,0,0,0,1,3,0,6,1,0,1,3,2
318,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r5', 0)","('r9', 6)",0,0,0,0,0,2,0,0,0,0,3,09:19:45,1,5,0,0,0,1,3,0,6,2,0,1,1,2
319,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,3.0,"('r6', 1)","('c2', 0)",1,0,0,0,0,2,0,0,1,1,0,09:20:00,1,5,0,0,0,1,2,0,4,2,1,0,4,2
320,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r6', 1)","('c2', 0)",0,1,0,0,0,1,0,0,0,2,0,09:20:15,1,7,2,0,0,1,2,0,3,2,1,0,2,1
321,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,1.0,1.0,"('r6', 1)","('c2', 1)",1,0,1,0,0,0,1,0,1,0,1,09:20:30,2,6,0,1,0,1,3,0,3,2,0,1,0,3
322,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,0.0,3.0,"('r6', 1)","('r10', 1)",1,0,0,0,0,0,0,0,0,3,1,09:20:45,1,5,1,1,0,1,3,0,3,1,1,0,3,2
323,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,1.0,2.0,"('r5', 0)","('c2', 1)",3,0,1,0,0,0,0,0,0,2,1,09:21:00,3,4,0,2,0,1,3,0,3,0,1,1,2,2
324,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,4.0,2.0,2.0,"('r6', 1)","('c1', 1)",3,0,1,0,0,0,0,1,0,0,1,09:21:15,3,4,1,3,0,1,2,1,3,1,1,0,1,1
325,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,2.0,2.0,3.0,"('r6', 1)","('r4', 2)",1,2,1,0,0,0,1,0,0,3,0,09:21:30,3,1,2,2,0,1,2,1,3,0,0,1,4,2
326,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,2.0,2.0,"('r6', 1)","('r4', 1)",1,0,0,1,0,1,1,0,1,0,1,09:21:45,3,1,2,1,1,1,3,1,4,2,0,0,1,2
327,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,2.0,"('r5', 0)","('c1', 0)",2,0,0,0,2,0,0,0,2,0,0,09:22:00,1,3,2,1,0,2,1,1,4,2,0,0,3,2
328,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,2.0,2.0,3.0,"('r5', 0)","('c1', 0)",1,0,0,0,0,0,0,0,0,3,2,09:22:15,0,3,2,1,0,2,2,1,4,2,0,0,3,2
329,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,3.0,3.0,"('r4', 1)","('r4', 1)",0,0,0,0,0,0,0,1,0,2,2,09:22:30,0,1,1,1,0,2,2,2,4,3,0,0,3,3
330,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,3.0,2.0,"('r5', 0)","('r5', 0)",0,0,0,0,0,1,0,0,2,1,0,09:22:45,0,2,3,1,0,2,3,2,3,2,0,1,2,1
331,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,2.0,2.0,"('r5', 0)","('r4', 1)",0,0,0,0,0,0,1,1,2,2,0,09:23:00,0,2,4,1,0,2,3,1,3,1,0,2,3,0
332,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,1.0,2.0,"('r5', 0)","('r5', 0)",0,0,0,0,0,1,0,1,1,0,0,09:23:15,0,3,3,1,0,2,5,0,2,2,0,2,1,1
333,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,1.0,"('r6', 2)","('r5', 0)",1,0,0,0,0,0,0,0,0,0,1,09:23:30,1,2,3,1,0,2,5,0,2,4,0,1,0,1
334,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,2.0,4.0,"('r6', 2)","('r6', 2)",0,0,1,0,0,0,0,0,2,0,2,09:23:45,1,2,4,0,0,2,2,1,2,1,1,1,5,0
335,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r6', 2)","('r5', 0)",0,0,0,0,0,0,0,1,1,2,0,09:24:00,1,5,3,0,0,2,3,0,2,1,0,2,2,1
336,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,2.0,3.0,"('r6', 2)","('r6', 2)",3,0,0,0,0,0,0,0,1,1,1,09:24:15,4,1,4,0,0,2,1,1,3,2,0,1,3,0
337,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,2.0,2.0,"('r5', 0)","('r5', 0)",3,0,0,0,0,0,0,0,0,1,0,09:24:30,2,4,3,0,0,2,2,1,4,1,0,0,2,1
338,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r6', 2)","('r4', 0)",1,0,0,0,0,0,0,0,3,1,0,09:24:45,3,2,4,0,0,2,3,1,4,1,0,0,2,0
339,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,1.0,4.0,3.0,"('r5', 0)","('c1', 0)",2,0,0,0,0,0,0,1,1,1,2,09:25:00,3,1,2,0,0,2,0,3,4,1,0,0,4,2
340,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,1.0,"('r6', 2)","('c1', 0)",2,0,0,0,0,1,0,2,1,2,1,09:25:15,1,3,2,0,0,2,4,1,3,2,0,1,1,2
341,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('r5', 0)","('r3', 3)",0,0,0,0,0,0,0,0,1,0,1,09:25:30,2,2,3,0,0,2,3,1,3,2,1,0,3,0
342,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,3.0,"('r5', 0)","('r3', 3)",2,0,0,0,0,0,0,0,1,1,3,09:25:45,0,6,3,0,0,2,2,1,3,1,0,1,3,0
343,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('r6', 2)","('c1', 0)",0,0,0,0,0,1,0,0,0,2,1,09:26:00,1,3,3,0,0,2,2,1,4,2,0,0,4,0
344,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,3.0,2.0,"('r6', 2)","('c1', 0)",0,0,0,0,0,0,0,0,0,1,6,09:26:15,1,4,3,0,0,2,1,2,4,4,0,0,1,0
345,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r5', 0)","('c2', 0)",2,0,0,0,0,0,0,2,0,4,0,09:26:30,1,2,3,0,0,2,3,0,4,3,0,0,4,0
346,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r4', 0)","('c1', 0)",0,0,0,0,0,1,0,0,2,1,3,09:26:45,2,2,3,0,0,2,3,0,3,1,0,1,5,0
347,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,1.0,3.0,3.0,"('c1', 0)","('r3', 3)",0,0,0,0,0,1,0,2,2,0,1,09:27:00,3,1,3,0,0,2,1,2,4,2,0,0,4,0
348,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,3.0,2.0,"('c1', 0)","('c1', 0)",2,0,0,0,0,0,0,0,1,1,0,09:27:15,1,4,3,0,0,2,4,2,4,1,0,0,1,0
349,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,2.0,3.0,"('r4', 0)","('r3', 2)",2,0,0,0,0,0,0,1,1,2,1,09:27:30,2,1,2,0,0,2,4,1,4,0,1,1,4,0
350,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r5', 1)","('outside', 0)",2,0,0,0,0,0,1,0,2,1,0,09:27:45,0,2,2,0,1,1,5,1,4,2,1,1,2,0
351,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,1.0,2.0,"('r6', 2)","('outside', 1)",0,0,0,0,1,2,1,1,3,0,1,09:28:00,1,2,0,0,0,2,4,0,4,1,2,2,3,1
352,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,2.0,1.0,"('r6', 2)","('outside', 1)",1,0,0,0,0,3,1,1,1,0,0,09:28:15,3,1,0,0,0,2,5,1,4,2,2,1,0,1
353,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,2.0,2.0,"('r6', 2)","('r3', 0)",1,0,0,0,0,2,0,1,1,1,0,09:28:30,2,1,0,0,0,2,5,0,2,2,3,2,2,1
354,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,1.0,2.0,"('r6', 2)","('r3', 2)",2,2,0,0,0,0,0,1,0,0,1,09:28:45,2,1,2,0,0,2,4,1,2,4,1,1,2,0
355,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,3.0,2.0,"('r5', 0)","('c1', 2)",1,1,0,0,0,1,0,1,2,2,1,09:29:00,1,2,1,0,0,2,4,2,2,3,2,1,2,0
356,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,4.0,1.0,"('r6', 2)","('r3', 0)",0,1,1,0,0,0,2,0,0,0,1,09:29:15,1,2,0,1,0,2,3,3,2,2,2,3,1,0
357,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,3.0,2.0,"('r6', 1)","('c1', 3)",0,0,0,0,0,0,1,1,1,1,0,09:29:30,1,1,0,1,1,1,4,2,2,2,3,1,3,0
358,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,2.0,3.0,"('r6', 2)","('c1', 3)",0,0,1,0,1,1,1,2,1,0,0,09:29:45,1,1,0,1,0,2,7,1,3,0,3,0,3,0
359,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,0.0,2.0,"('r6', 2)","('r4', 0)",0,1,0,0,0,1,0,1,0,2,0,09:30:00,1,2,1,0,0,2,8,0,2,0,3,1,2,0
360,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r5', 0)","('c1', 2)",1,1,0,0,0,0,0,0,1,0,2,09:30:15,2,1,1,0,0,2,7,0,2,2,2,0,2,1
361,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,1.0,"('r4', 0)","('r3', 2)",2,0,0,0,0,0,1,0,1,0,1,09:30:30,0,3,2,0,0,2,7,0,2,2,1,2,1,0
362,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r5', 0)","('outside', 0)",1,3,0,0,0,0,0,0,0,1,2,09:30:45,1,1,3,0,0,2,7,0,3,2,1,0,2,0
363,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,0.0,"('r4', 0)","('outside', 0)",0,1,0,0,0,0,0,0,0,0,0,09:31:00,1,2,4,0,0,2,6,1,3,2,0,1,0,0
364,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,2.0,"('r5', 0)","('outside', 1)",2,1,0,0,0,1,0,0,1,0,0,09:31:15,1,2,2,0,0,2,5,1,3,1,1,1,2,1
365,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,2.0,2.0,3.0,"('r5', 0)","('outside', 1)",1,0,1,0,0,0,0,3,0,1,0,09:31:30,0,2,2,1,0,2,6,0,3,1,0,0,4,1
366,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,1.0,"('r6', 2)","('r3', 0)",0,0,0,0,0,0,0,0,2,0,1,09:31:45,1,1,0,1,0,2,6,0,3,2,0,2,1,3
367,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,3.0,"('r5', 0)","('r3', 1)",1,0,1,0,0,1,0,1,1,0,0,09:32:00,0,2,1,0,0,2,4,1,4,1,2,0,3,2
368,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,1.0,2.0,"('r5', 0)","('r3', 3)",0,1,1,0,0,1,0,2,2,3,1,09:32:15,0,1,3,1,0,2,6,0,3,1,0,1,3,1
369,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,1.0,1.0,"('r4', 1)","('c1', 0)",0,0,0,0,0,0,1,0,0,1,0,09:32:30,0,2,3,1,0,2,7,0,4,2,0,0,0,1
370,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,0.0,1.0,3.0,"('r4', 0)","('r3', 3)",0,0,1,0,0,0,0,0,1,1,1,09:32:45,0,1,3,0,0,2,6,0,4,1,1,0,3,1
371,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r4', 0)","('outside', 0)",0,2,0,0,0,0,0,0,0,1,1,09:33:00,0,2,4,0,0,2,6,0,4,2,1,0,1,0
372,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,3.0,"('r4', 0)","('r3', 4)",0,1,0,0,0,2,1,0,2,1,2,09:33:15,0,1,4,0,0,2,4,0,2,1,0,3,4,1
373,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r4', 0)","('outside', 0)",0,1,0,0,0,0,0,0,1,0,0,09:33:30,0,2,4,0,0,2,4,0,2,1,3,1,3,0
374,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,3.0,4.0,"('c1', 0)","('r3', 2)",0,0,1,0,0,0,0,1,2,1,0,09:33:45,0,1,2,1,0,2,0,2,2,2,0,2,6,2
375,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,3.0,2.0,"('c1', 0)","('c1', 0)",0,0,0,1,1,0,1,0,2,1,1,09:34:00,0,2,3,0,0,3,4,2,2,4,0,1,0,1
376,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,3.0,3.0,"('r3', 1)","('c2', 0)",0,0,0,0,0,0,0,0,1,0,0,09:34:15,2,0,1,0,0,3,3,2,2,3,1,0,3,2
377,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,3.0,2.0,"('c1', 0)","('c1', 0)",1,1,0,0,0,0,0,0,0,1,2,09:34:30,1,3,2,0,0,3,3,2,2,3,0,0,1,2
378,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,2.0,2.0,"('c1', 0)","('c1', 0)",0,0,0,1,1,0,0,1,2,1,0,09:34:45,2,1,1,1,0,2,4,1,2,3,0,0,2,3
379,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,3.0,2.0,"('c2', 1)","('c1', 1)",1,0,0,0,0,0,1,0,1,1,0,09:35:00,1,1,0,0,0,2,5,2,2,2,1,1,1,4
380,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,0.0,1.0,4.0,2.0,"('r10', 2)","('r4', 0)",1,0,0,0,1,0,0,1,1,0,0,09:35:15,0,2,3,0,1,1,3,3,2,2,1,0,3,1
381,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,2.0,4.0,2.0,"('c3', 2)","('c1', 0)",0,0,1,0,1,0,0,0,2,3,3,09:35:30,0,1,1,1,2,0,3,4,2,3,0,0,2,3
382,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,1.0,4.0,2.0,"('r7', 2)","('c2', 1)",0,0,0,1,0,1,0,2,3,0,0,09:35:45,0,1,3,0,3,0,2,3,1,3,0,1,4,1
383,motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,0.0,1.0,4.0,1.0,"('r7', 3)","('c2', 1)",0,0,0,0,1,0,0,1,1,0,2,09:36:00,0,2,1,0,2,1,3,4,1,3,0,1,1,3
384,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,5.0,3.0,"('c3', 4)","('r9', 1)",0,0,0,0,0,2,1,0,1,0,1,09:36:15,1,1,3,1,1,1,2,4,1,1,1,1,4,0
385,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,3.0,4.0,"('c2', 1)","('r9', 2)",0,0,0,1,0,1,2,2,1,0,0,09:36:30,1,1,0,0,2,1,3,2,2,1,1,1,5,2
386,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,2.0,4.0,3.0,"('c2', 2)","('c2', 2)",0,0,0,1,0,0,0,0,2,0,1,09:36:45,1,2,2,1,1,1,1,4,2,0,0,2,5,0
387,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,4.0,4.0,"('c1', 0)","('r9', 2)",2,0,0,1,0,0,1,1,1,1,2,09:37:00,3,1,2,2,0,1,1,3,2,1,0,0,6,0
388,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,3.0,4.0,2.0,"('c2', 0)","('r9', 2)",0,0,0,0,0,0,0,0,1,2,0,09:37:15,3,1,1,2,0,1,5,3,2,1,0,0,2,1
389,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,3.0,7.0,2.0,"('r10', 1)","('r9', 2)",0,0,0,0,0,0,0,1,0,1,0,09:37:30,3,0,1,2,1,0,1,7,2,1,0,1,2,1
390,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,4.0,2.0,2.0,"('c3', 2)","('r9', 2)",0,0,0,0,0,0,1,9,2,1,0,09:37:45,3,1,0,3,0,0,7,1,2,1,0,0,2,2
391,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,2.0,5.0,2.0,"('r7', 4)","('r9', 2)",1,0,0,1,1,0,0,3,0,2,1,09:38:00,2,2,1,1,0,1,4,4,2,1,1,0,2,1
392,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,3.0,5.0,2.0,"('c3', 3)","('c2', 1)",1,0,0,0,0,0,0,0,1,0,0,09:38:15,3,1,1,1,0,1,2,5,2,1,0,1,3,1
393,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,2.0,5.0,3.0,"('r2', 1)","('r9', 1)",0,0,0,0,0,1,0,1,1,2,1,09:38:30,3,1,0,1,0,1,4,4,1,1,0,1,3,2
394,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,2.0,5.0,1.0,"('c3', 0)","('c2', 1)",1,0,0,0,0,0,0,1,1,1,0,09:38:45,4,1,1,1,0,1,5,4,1,1,1,1,0,1
395,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,3.0,3.0,"('r10', 1)","('c3', 4)",2,0,1,0,0,0,0,4,3,0,0,09:39:00,4,1,1,2,0,1,4,2,1,1,0,0,4,1
396,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,2.0,1.0,"('c3', 1)","('r10', 4)",1,0,0,0,0,0,0,1,1,0,3,09:39:15,3,2,1,1,0,1,5,1,1,4,1,0,1,1
397,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,1.0,2.0,"('c2', 1)","('c2', 1)",2,0,0,0,0,0,1,1,1,0,0,09:39:30,2,3,1,1,0,1,5,0,1,3,1,1,2,1
398,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,1.0,2.0,"('c3', 3)","('c2', 0)",2,1,0,0,1,0,0,1,1,2,0,09:39:45,0,3,1,1,1,0,5,1,2,3,2,0,3,0
399,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,1.0,3.0,1.0,3.0,"('r2', 1)","('r10', 4)",0,1,2,0,0,0,0,1,1,2,1,09:40:00,0,1,2,2,0,0,5,0,2,4,1,2,3,0
400,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,3.0,2.0,3.0,"('r2', 1)","('c3', 3)",0,1,0,0,0,0,0,0,1,0,2,09:40:15,0,1,2,2,0,0,4,0,2,6,1,0,3,1
